dataset,run,reader,K,rotation,negative_type,request_tokens_total,request_tokens_mean,response_tokens_total,response_tokens_mean
feta,2nd,gpt-4o,50,start,hard,50314432,25157.22,237436,118.72
feta,2nd,gpt-4o,50,start,soft,42356360,21178.18,157181,78.59
feta,2nd,gpt-oss-20b,1,perfect,perfect,1087590,543.79,602876,301.44
feta,2nd,gpt-oss-20b,5,end,hard,5341670,2670.84,1204829,602.41
feta,2nd,gpt-oss-20b,5,end,soft,4464676,2232.34,847953,423.98
feta,2nd,gpt-oss-20b,5,middle,hard,5333279,2666.64,343045,171.52
feta,2nd,gpt-oss-20b,5,middle,soft,4464676,2232.34,887218,443.61
feta,2nd,gpt-oss-20b,5,start,hard,5341670,2670.84,1046503,523.25
feta,2nd,gpt-oss-20b,5,start,soft,4462327,2231.16,654772,327.39
feta,2nd,gpt-oss-20b,10,end,hard,10601534,5300.77,327992,164.00
feta,2nd,gpt-oss-20b,10,end,soft,8706461,4353.23,277790,138.90
feta,2nd,gpt-oss-20b,10,middle,hard,10610762,5305.38,1437286,718.64
feta,2nd,gpt-oss-20b,10,middle,soft,8716117,4358.06,861021,430.51
feta,2nd,gpt-oss-20b,10,start,hard,10610762,5305.38,1186321,593.16
feta,2nd,gpt-oss-20b,10,start,soft,8717541,4358.77,833047,416.52
feta,2nd,gpt-oss-20b,20,end,hard,20790075,10395.04,1737636,868.82
feta,2nd,gpt-oss-20b,20,end,soft,17235346,8617.67,1102768,551.38
feta,2nd,gpt-oss-20b,20,middle,hard,20804250,10402.12,1738385,869.19
feta,2nd,gpt-oss-20b,20,middle,soft,17242101,8621.05,702239,351.12
feta,2nd,gpt-oss-20b,20,start,hard,20799661,10399.83,839387,419.69
feta,2nd,gpt-oss-20b,20,start,soft,17249914,8624.96,883729,441.86
feta,2nd,gpt-oss-20b,30,end,hard,30797027,15398.51,1844423,922.21
feta,2nd,gpt-oss-20b,30,end,soft,25674902,12837.45,1167668,583.83
feta,2nd,gpt-oss-20b,30,middle,hard,30796883,15398.44,1975796,987.90
feta,2nd,gpt-oss-20b,30,middle,soft,25674440,12837.22,1189641,594.82
feta,2nd,gpt-oss-20b,30,start,hard,30797611,15398.81,1455274,727.64
feta,2nd,gpt-oss-20b,30,start,soft,25674297,12837.15,889072,444.54
feta,2nd,gpt-oss-20b,40,end,hard,40745478,20372.74,1550794,775.40
feta,2nd,gpt-oss-20b,40,end,soft,34115840,17057.92,851258,425.63
feta,2nd,gpt-oss-20b,40,middle,hard,40744854,20372.43,1881472,940.74
feta,2nd,gpt-oss-20b,40,middle,soft,34112048,17056.02,1126430,563.22
feta,2nd,gpt-oss-20b,40,start,hard,40744798,20372.40,1407909,703.95
feta,2nd,gpt-oss-20b,40,start,soft,34113704,17056.85,665736,332.87
feta,2nd,gpt-oss-20b,50,end,hard,50559715,25279.86,2472206,1236.10
feta,2nd,gpt-oss-20b,50,end,soft,42640467,21320.23,1495763,747.88
feta,2nd,gpt-oss-20b,50,middle,hard,50559248,25279.62,2513879,1256.94
feta,2nd,gpt-oss-20b,50,middle,soft,42640694,21320.35,1517739,758.87
feta,2nd,gpt-oss-20b,50,start,hard,50559420,25279.71,1798567,899.28
feta,2nd,gpt-oss-20b,50,start,soft,42640121,21320.06,1012392,506.20
feta,2nd,qwen3-32b,1,perfect,perfect,1080232,540.12,1180293,590.15
feta,2nd,qwen3-32b,5,end,hard,5916673,2958.34,2062359,1031.18
feta,2nd,qwen3-32b,5,end,soft,4908156,2454.08,1410946,705.47
feta,2nd,qwen3-32b,5,middle,hard,5916660,2958.33,2242917,1121.46
feta,2nd,qwen3-32b,5,middle,soft,4907680,2453.84,1349991,675.00
feta,2nd,qwen3-32b,5,start,hard,5916797,2958.40,2221847,1110.92
feta,2nd,qwen3-32b,5,start,soft,4908543,2454.27,1442906,721.45
feta,2nd,qwen3-32b,10,end,hard,11894008,5947.00,2423536,1211.77
feta,2nd,qwen3-32b,10,end,soft,9730043,4865.02,1568155,784.08
feta,2nd,qwen3-32b,10,middle,hard,11894008,5947.00,2277101,1138.55
feta,2nd,qwen3-32b,10,middle,soft,9729930,4864.97,1540524,770.26
feta,2nd,qwen3-32b,10,start,hard,11894011,5947.01,2098568,1049.28
feta,2nd,qwen3-32b,10,start,soft,9729927,4864.96,1346190,673.10
feta,2nd,qwen3-32b,20,end,hard,23458212,11729.11,2201750,1100.88
feta,2nd,qwen3-32b,20,end,soft,19423584,9711.79,1634459,817.23
feta,2nd,qwen3-32b,20,middle,hard,23458212,11729.11,2267523,1133.76
feta,2nd,qwen3-32b,20,middle,soft,19420043,9710.02,1590394,795.20
feta,2nd,qwen3-32b,20,start,hard,23458353,11729.18,2070667,1035.33
feta,2nd,qwen3-32b,20,start,soft,19423581,9711.79,1515549,757.77
feta,2nd,qwen3-32b,30,end,hard,34783640,17391.82,2215436,1107.72
feta,2nd,qwen3-32b,30,end,soft,29010078,14505.04,1591639,795.82
feta,2nd,qwen3-32b,30,middle,hard,34798730,17399.37,2289601,1144.80
feta,2nd,qwen3-32b,30,middle,soft,29014078,14507.04,1607848,803.92
feta,2nd,qwen3-32b,30,start,hard,34798733,17399.37,2056437,1028.22
feta,2nd,qwen3-32b,30,start,soft,29014083,14507.04,1351669,675.83
feta,2nd,qwen3-32b,40,end,hard,46070454,23035.23,2345651,1172.83
feta,2nd,qwen3-32b,40,end,soft,38597493,19298.75,1922235,961.12
feta,2nd,qwen3-32b,40,middle,hard,46066168,23033.08,2919848,1459.92
feta,2nd,qwen3-32b,40,middle,soft,38590515,19295.26,1828288,914.14
feta,2nd,qwen3-32b,40,start,hard,46070534,23035.27,2534080,1267.04
feta,2nd,qwen3-32b,40,start,soft,38597464,19298.73,1668139,834.07
feta,2nd,qwen3-32b,50,end,hard,57194953,28597.48,2269341,1134.67
feta,2nd,qwen3-32b,50,end,soft,48283105,24141.55,1522774,761.39
feta,2nd,qwen3-32b,50,middle,hard,57194934,28597.47,2208952,1104.48
feta,2nd,qwen3-32b,50,middle,soft,48283622,24141.81,1827956,913.98
feta,2nd,qwen3-32b,50,start,hard,57188155,28594.08,2200950,1100.47
feta,2nd,qwen3-32b,50,start,soft,48283114,24141.56,1320122,660.06
feta,3rd,claude-haiku-4-5,1,perfect,perfect,663932,331.97,156952,78.48
feta,3rd,claude-haiku-4-5,5,end,hard,3779598,1889.80,216679,108.34
feta,3rd,claude-haiku-4-5,5,end,soft,3164969,1582.48,180720,90.36
feta,3rd,claude-haiku-4-5,5,middle,hard,3779598,1889.80,220873,110.44
feta,3rd,claude-haiku-4-5,5,middle,soft,3164969,1582.48,193328,96.66
feta,3rd,claude-haiku-4-5,5,start,hard,3779598,1889.80,194792,97.40
feta,3rd,claude-haiku-4-5,5,start,soft,3164969,1582.48,172870,86.44
feta,3rd,claude-haiku-4-5,10,end,hard,7640845,3820.42,228019,114.01
feta,3rd,claude-haiku-4-5,10,end,soft,3683378,1841.69,113775,56.89
feta,3rd,claude-haiku-4-5,10,middle,hard,7640845,3820.42,233740,116.87
feta,3rd,claude-haiku-4-5,10,middle,soft,6320639,3160.32,210012,105.01
feta,3rd,claude-haiku-4-5,10,start,hard,7640845,3820.42,201467,100.73
feta,3rd,claude-haiku-4-5,10,start,soft,6320639,3160.32,176154,88.08
feta,3rd,claude-haiku-4-5,20,end,hard,15126987,7563.49,241969,120.98
feta,3rd,claude-haiku-4-5,20,end,soft,12629626,6314.81,212076,106.04
feta,3rd,claude-haiku-4-5,20,middle,hard,15126987,7563.49,250417,125.21
feta,3rd,claude-haiku-4-5,20,middle,soft,12629626,6314.81,231405,115.70
feta,3rd,claude-haiku-4-5,20,start,hard,15126987,7563.49,210263,105.13
feta,3rd,claude-haiku-4-5,20,start,soft,12629626,6314.81,185555,92.78
feta,3rd,claude-haiku-4-5,30,end,hard,22471736,11235.87,247544,123.77
feta,3rd,claude-haiku-4-5,30,end,soft,18880970,9440.49,222489,111.24
feta,3rd,claude-haiku-4-5,30,middle,hard,22471736,11235.87,257615,128.81
feta,3rd,claude-haiku-4-5,30,middle,soft,18880970,9440.49,247554,123.78
feta,3rd,claude-haiku-4-5,30,start,hard,22471736,11235.87,213663,106.83
feta,3rd,claude-haiku-4-5,30,start,soft,18880970,9440.49,193320,96.66
feta,3rd,claude-haiku-4-5,40,end,hard,29790309,14895.15,250349,125.17
feta,3rd,claude-haiku-4-5,40,end,soft,25141559,12570.78,225487,112.74
feta,3rd,claude-haiku-4-5,40,middle,hard,29790309,14895.15,260070,130.03
feta,3rd,claude-haiku-4-5,40,middle,soft,25141559,12570.78,254429,127.21
feta,3rd,claude-haiku-4-5,40,start,hard,29790309,14895.15,214804,107.40
feta,3rd,claude-haiku-4-5,40,start,soft,25141559,12570.78,194620,97.31
feta,3rd,claude-haiku-4-5,50,end,hard,37015161,18507.58,247748,123.87
feta,3rd,claude-haiku-4-5,50,end,soft,31453124,15726.56,222959,111.48
feta,3rd,claude-haiku-4-5,50,middle,hard,37015161,18507.58,262535,131.27
feta,3rd,claude-haiku-4-5,50,middle,soft,31453124,15726.56,248611,124.31
feta,3rd,claude-haiku-4-5,50,start,hard,37015161,18507.58,216546,108.27
feta,3rd,claude-haiku-4-5,50,start,soft,31453124,15726.56,194474,97.24
feta,3rd,gpt-4o,1,perfect,perfect,955424,477.71,103899,51.95
feta,3rd,gpt-4o,5,end,hard,5203526,2601.76,161458,80.73
feta,3rd,gpt-4o,5,end,soft,4325576,2162.79,119277,59.64
feta,3rd,gpt-4o,5,middle,hard,5204055,2602.03,169074,84.54
feta,3rd,gpt-4o,5,middle,soft,4320387,2160.19,125471,62.74
feta,3rd,gpt-4o,5,start,hard,5198182,2599.09,157989,78.99
feta,3rd,gpt-4o,5,start,soft,4318130,2159.07,121017,60.51
feta,3rd,gpt-4o,10,end,hard,10462873,5231.44,184141,92.07
feta,3rd,gpt-4o,10,end,soft,8564188,4282.09,126502,63.25
feta,3rd,gpt-4o,10,middle,hard,10467504,5233.75,189287,94.64
feta,3rd,gpt-4o,10,middle,soft,8564188,4282.09,134527,67.26
feta,3rd,gpt-4o,10,start,hard,10458647,5229.32,178088,89.04
feta,3rd,gpt-4o,10,start,soft,8560719,4280.36,131040,65.52
feta,3rd,gpt-4o,20,end,hard,20636032,10318.02,206466,103.23
feta,3rd,gpt-4o,20,end,soft,17075691,8537.85,136819,68.41
feta,3rd,gpt-4o,20,middle,hard,20636032,10318.02,225613,112.81
feta,3rd,gpt-4o,20,middle,soft,17075691,8537.85,152493,76.25
feta,3rd,gpt-4o,20,start,hard,20611768,10305.88,202180,101.09
feta,3rd,gpt-4o,20,start,soft,17059625,8529.81,140317,70.16
feta,3rd,gpt-4o,30,end,hard,30625169,15312.58,230764,115.38
feta,3rd,gpt-4o,30,end,soft,25494410,12747.20,149876,74.94
feta,3rd,gpt-4o,30,middle,hard,30625169,15312.58,243236,121.62
feta,3rd,gpt-4o,30,middle,soft,25494410,12747.20,160694,80.35
feta,3rd,gpt-4o,30,start,hard,30602991,15301.50,210124,105.06
feta,3rd,gpt-4o,30,start,soft,25466168,12733.08,148345,74.17
feta,3rd,gpt-4o,40,end,hard,40535709,20267.85,237761,118.88
feta,3rd,gpt-4o,40,end,soft,33913727,16956.86,154248,77.12
feta,3rd,gpt-4o,40,middle,hard,40549784,20274.89,252043,126.02
feta,3rd,gpt-4o,40,middle,soft,33913727,16956.86,167975,83.99
feta,3rd,gpt-4o,40,start,hard,40523001,20261.50,222433,111.22
feta,3rd,gpt-4o,40,start,soft,33864129,16932.06,154924,77.46
feta,3rd,gpt-4o,50,end,hard,50376350,25188.17,266669,133.33
feta,3rd,gpt-4o,50,end,soft,42420366,21210.18,161774,80.89
feta,3rd,gpt-4o,50,middle,hard,50331149,25165.57,274475,137.24
feta,3rd,gpt-4o,50,middle,soft,42443819,21221.91,176010,88.00
feta,3rd,gpt-4o,50,start,hard,50314432,25157.22,237436,118.72
feta,3rd,gpt-4o,50,start,soft,42356360,21178.18,157181,78.59
feta,3rd,gpt-oss-20b,1,perfect,perfect,1087590,543.79,602876,301.44
feta,3rd,gpt-oss-20b,5,end,hard,5341670,2670.84,1204829,602.41
feta,3rd,gpt-oss-20b,5,end,soft,4464676,2232.34,847953,423.98
feta,3rd,gpt-oss-20b,5,middle,hard,5333279,2666.64,343045,171.52
feta,3rd,gpt-oss-20b,5,middle,soft,4464676,2232.34,887218,443.61
feta,3rd,gpt-oss-20b,5,start,hard,5341670,2670.84,1046503,523.25
feta,3rd,gpt-oss-20b,5,start,soft,4462327,2231.16,654772,327.39
feta,3rd,gpt-oss-20b,10,end,hard,10601534,5300.77,327992,164.00
feta,3rd,gpt-oss-20b,10,end,soft,8706461,4353.23,277790,138.90
feta,3rd,gpt-oss-20b,10,middle,hard,10610762,5305.38,1437286,718.64
feta,3rd,gpt-oss-20b,10,middle,soft,8716117,4358.06,861021,430.51
feta,3rd,gpt-oss-20b,10,start,hard,10610762,5305.38,1186321,593.16
feta,3rd,gpt-oss-20b,10,start,soft,8717541,4358.77,833047,416.52
feta,3rd,gpt-oss-20b,20,end,hard,20790075,10395.04,1737636,868.82
feta,3rd,gpt-oss-20b,20,end,soft,17235346,8617.67,1102768,551.38
feta,3rd,gpt-oss-20b,20,middle,hard,20804250,10402.12,1738385,869.19
feta,3rd,gpt-oss-20b,20,middle,soft,17242101,8621.05,702239,351.12
feta,3rd,gpt-oss-20b,20,start,hard,20799661,10399.83,839387,419.69
feta,3rd,gpt-oss-20b,20,start,soft,17249914,8624.96,883729,441.86
feta,3rd,gpt-oss-20b,30,end,hard,30797027,15398.51,1844423,922.21
feta,3rd,gpt-oss-20b,30,end,soft,25674902,12837.45,1167668,583.83
feta,3rd,gpt-oss-20b,30,middle,hard,30796883,15398.44,1975796,987.90
feta,3rd,gpt-oss-20b,30,middle,soft,25674440,12837.22,1189641,594.82
feta,3rd,gpt-oss-20b,30,start,hard,30797611,15398.81,1455274,727.64
feta,3rd,gpt-oss-20b,30,start,soft,25674297,12837.15,889072,444.54
feta,3rd,gpt-oss-20b,40,end,hard,40745478,20372.74,1550794,775.40
feta,3rd,gpt-oss-20b,40,end,soft,34115840,17057.92,851258,425.63
feta,3rd,gpt-oss-20b,40,middle,hard,40744854,20372.43,1881472,940.74
feta,3rd,gpt-oss-20b,40,middle,soft,34112048,17056.02,1126430,563.22
feta,3rd,gpt-oss-20b,40,start,hard,40744798,20372.40,1407909,703.95
feta,3rd,gpt-oss-20b,40,start,soft,34113704,17056.85,665736,332.87
feta,3rd,gpt-oss-20b,50,end,hard,50559715,25279.86,2472206,1236.10
feta,3rd,gpt-oss-20b,50,end,soft,42640467,21320.23,1495763,747.88
feta,3rd,gpt-oss-20b,50,middle,hard,50559248,25279.62,2513879,1256.94
feta,3rd,gpt-oss-20b,50,middle,soft,42640694,21320.35,1517739,758.87
feta,3rd,gpt-oss-20b,50,start,hard,50559420,25279.71,1798567,899.28
feta,3rd,gpt-oss-20b,50,start,soft,42640121,21320.06,1012392,506.20
feta,3rd,qwen3-32b,1,perfect,perfect,1080232,540.12,1180293,590.15
feta,3rd,qwen3-32b,5,end,hard,5916673,2958.34,2062359,1031.18
feta,3rd,qwen3-32b,5,end,soft,4908156,2454.08,1410946,705.47
feta,3rd,qwen3-32b,5,middle,hard,5916660,2958.33,2242917,1121.46
feta,3rd,qwen3-32b,5,middle,soft,4907680,2453.84,1349991,675.00
feta,3rd,qwen3-32b,5,start,hard,5916797,2958.40,2221847,1110.92
feta,3rd,qwen3-32b,5,start,soft,4908543,2454.27,1442906,721.45
feta,3rd,qwen3-32b,10,end,hard,11894008,5947.00,2423536,1211.77
feta,3rd,qwen3-32b,10,end,soft,9730043,4865.02,1568155,784.08
feta,3rd,qwen3-32b,10,middle,hard,11894008,5947.00,2277101,1138.55
feta,3rd,qwen3-32b,10,middle,soft,9729930,4864.97,1540524,770.26
feta,3rd,qwen3-32b,10,start,hard,11894011,5947.01,2098568,1049.28
feta,3rd,qwen3-32b,10,start,soft,9729927,4864.96,1346190,673.10
feta,3rd,qwen3-32b,20,end,hard,23458212,11729.11,2201750,1100.88
feta,3rd,qwen3-32b,20,end,soft,19423584,9711.79,1634459,817.23
feta,3rd,qwen3-32b,20,middle,hard,23458212,11729.11,2267523,1133.76
feta,3rd,qwen3-32b,20,middle,soft,19420043,9710.02,1590394,795.20
feta,3rd,qwen3-32b,20,start,hard,23458353,11729.18,2070667,1035.33
feta,3rd,qwen3-32b,20,start,soft,19423581,9711.79,1515549,757.77
feta,3rd,qwen3-32b,30,end,hard,34783640,17391.82,2215436,1107.72
feta,3rd,qwen3-32b,30,end,soft,29010078,14505.04,1591639,795.82
feta,3rd,qwen3-32b,30,middle,hard,34798730,17399.37,2289601,1144.80
feta,3rd,qwen3-32b,30,middle,soft,29014078,14507.04,1607848,803.92
feta,3rd,qwen3-32b,30,start,hard,34798733,17399.37,2056437,1028.22
feta,3rd,qwen3-32b,30,start,soft,29014083,14507.04,1351669,675.83
feta,3rd,qwen3-32b,40,end,hard,46070454,23035.23,2345651,1172.83
feta,3rd,qwen3-32b,40,end,soft,38597493,19298.75,1922235,961.12
feta,3rd,qwen3-32b,40,middle,hard,46066168,23033.08,2919848,1459.92
feta,3rd,qwen3-32b,40,middle,soft,38590515,19295.26,1828288,914.14
feta,3rd,qwen3-32b,40,start,hard,46070534,23035.27,2534080,1267.04
feta,3rd,qwen3-32b,40,start,soft,38597464,19298.73,1668139,834.07
feta,3rd,qwen3-32b,50,end,hard,57194953,28597.48,2269341,1134.67
feta,3rd,qwen3-32b,50,end,soft,48283105,24141.55,1522774,761.39
feta,3rd,qwen3-32b,50,middle,hard,57194934,28597.47,2208952,1104.48
feta,3rd,qwen3-32b,50,middle,soft,48283622,24141.81,1827956,913.98
feta,3rd,qwen3-32b,50,start,hard,57188155,28594.08,2200950,1100.47
feta,3rd,qwen3-32b,50,start,soft,48283114,24141.56,1320122,660.06
ottqa,1st,claude-haiku-4-5,1,perfect,perfect,1274276,575.55,364137,164.47
ottqa,1st,claude-haiku-4-5,5,end,hard,5699015,2574.08,487221,220.06
ottqa,1st,claude-haiku-4-5,5,end,soft,5501379,2484.81,444073,200.57
ottqa,1st,claude-haiku-4-5,5,middle,hard,5699015,2574.08,514222,232.26
ottqa,1st,claude-haiku-4-5,5,middle,soft,5501379,2484.81,479128,216.41
ottqa,1st,claude-haiku-4-5,5,start,hard,5699015,2574.08,483915,218.57
ottqa,1st,claude-haiku-4-5,5,start,soft,5501379,2484.81,443036,200.11
ottqa,1st,claude-haiku-4-5,10,end,hard,11115440,5020.52,511128,230.86
ottqa,1st,claude-haiku-4-5,10,end,soft,10708115,4836.55,468899,211.79
ottqa,1st,claude-haiku-4-5,10,middle,hard,11115440,5020.52,545109,246.21
ottqa,1st,claude-haiku-4-5,10,middle,soft,10708115,4836.55,511489,231.02
ottqa,1st,claude-haiku-4-5,10,start,hard,11115440,5020.52,487047,219.99
ottqa,1st,claude-haiku-4-5,10,start,soft,10708115,4836.55,454670,205.36
ottqa,1st,claude-haiku-4-5,20,end,hard,21858057,9872.65,542968,245.24
ottqa,1st,claude-haiku-4-5,20,end,soft,21198113,9574.58,515737,232.94
ottqa,1st,claude-haiku-4-5,20,middle,hard,21858057,9872.65,575364,259.88
ottqa,1st,claude-haiku-4-5,20,middle,soft,21198113,9574.58,552501,249.55
ottqa,1st,claude-haiku-4-5,20,start,hard,21858057,9872.65,503527,227.43
ottqa,1st,claude-haiku-4-5,20,start,soft,21198113,9574.58,466235,210.58
ottqa,1st,claude-haiku-4-5,30,end,hard,32456587,14659.71,545332,246.31
ottqa,1st,claude-haiku-4-5,30,end,soft,31721317,14327.60,509753,230.24
ottqa,1st,claude-haiku-4-5,30,middle,hard,32456587,14659.71,577861,261.00
ottqa,1st,claude-haiku-4-5,30,middle,soft,31721317,14327.60,547530,247.30
ottqa,1st,claude-haiku-4-5,30,start,hard,32456587,14659.71,492682,222.53
ottqa,1st,claude-haiku-4-5,30,start,soft,31721317,14327.60,463039,209.14
ottqa,1st,claude-haiku-4-5,40,end,hard,43063186,19450.40,547758,247.41
ottqa,1st,claude-haiku-4-5,40,end,soft,42205458,19062.99,518142,234.03
ottqa,1st,claude-haiku-4-5,40,middle,hard,43063186,19450.40,574246,259.37
ottqa,1st,claude-haiku-4-5,40,middle,soft,42205458,19062.99,563735,254.62
ottqa,1st,claude-haiku-4-5,40,start,hard,43063186,19450.40,499717,225.71
ottqa,1st,claude-haiku-4-5,40,start,soft,42205458,19062.99,461912,208.63
ottqa,1st,claude-haiku-4-5,50,end,hard,53564424,24193.51,540163,243.98
ottqa,1st,claude-haiku-4-5,50,end,soft,52724521,23814.15,511562,231.06
ottqa,1st,claude-haiku-4-5,50,middle,hard,53564424,24193.51,577692,260.93
ottqa,1st,claude-haiku-4-5,50,middle,soft,52724521,23814.15,562820,254.21
ottqa,1st,claude-haiku-4-5,50,start,hard,53564424,24193.51,489122,220.92
ottqa,1st,claude-haiku-4-5,50,start,soft,52724521,23814.15,454888,205.46
ottqa,1st,gpt-4o,1,perfect,perfect,1044886,471.94,171727,77.56
ottqa,1st,gpt-4o,5,end,hard,4569104,2063.73,244538,110.45
ottqa,1st,gpt-4o,5,end,soft,4415635,1994.42,217487,98.23
ottqa,1st,gpt-4o,5,middle,hard,4569104,2063.73,272041,122.87
ottqa,1st,gpt-4o,5,middle,soft,4415635,1994.42,253606,114.55
ottqa,1st,gpt-4o,5,start,hard,4569104,2063.73,245562,110.91
ottqa,1st,gpt-4o,5,start,soft,4415635,1994.42,233991,105.69
ottqa,1st,gpt-4o,10,end,hard,8877672,4009.79,240743,108.74
ottqa,1st,gpt-4o,10,end,soft,8570077,3870.86,215205,97.20
ottqa,1st,gpt-4o,10,middle,hard,8877672,4009.79,279880,126.41
ottqa,1st,gpt-4o,10,middle,soft,8570077,3870.86,252640,114.11
ottqa,1st,gpt-4o,10,start,hard,8877672,4009.79,246960,111.54
ottqa,1st,gpt-4o,10,start,soft,8570077,3870.86,228531,103.22
ottqa,1st,gpt-4o,20,end,hard,17416107,7866.35,240348,108.56
ottqa,1st,gpt-4o,20,end,soft,16940217,7651.41,203113,91.74
ottqa,1st,gpt-4o,20,middle,hard,17416107,7866.35,270615,122.23
ottqa,1st,gpt-4o,20,middle,soft,16940217,7651.41,240363,108.57
ottqa,1st,gpt-4o,20,start,hard,17416107,7866.35,251756,113.71
ottqa,1st,gpt-4o,20,start,soft,16940217,7651.41,227075,102.56
ottqa,1st,gpt-4o,30,end,hard,25818031,11661.26,238006,107.50
ottqa,1st,gpt-4o,30,end,soft,25324323,11438.27,199851,90.27
ottqa,1st,gpt-4o,30,middle,hard,25818031,11661.26,277774,125.46
ottqa,1st,gpt-4o,30,middle,soft,25324323,11438.27,230051,103.91
ottqa,1st,gpt-4o,30,start,hard,25818031,11661.26,255622,115.46
ottqa,1st,gpt-4o,30,start,soft,25324323,11438.27,226871,102.47
ottqa,1st,gpt-4o,40,end,hard,34225966,15458.88,233652,105.53
ottqa,1st,gpt-4o,40,end,soft,33685881,15214.94,190034,85.83
ottqa,1st,gpt-4o,40,middle,hard,34225966,15458.88,273894,123.71
ottqa,1st,gpt-4o,40,middle,soft,33685881,15214.94,224721,101.50
ottqa,1st,gpt-4o,40,start,hard,34225966,15458.88,256088,115.67
ottqa,1st,gpt-4o,40,start,soft,33685881,15214.94,225876,102.02
ottqa,1st,gpt-4o,50,end,hard,42540085,19214.13,230920,104.30
ottqa,1st,gpt-4o,50,end,soft,42072383,19002.88,188044,84.93
ottqa,1st,gpt-4o,50,middle,hard,42540085,19214.13,267807,120.96
ottqa,1st,gpt-4o,50,middle,soft,42072383,19002.88,223692,101.04
ottqa,1st,gpt-4o,50,start,hard,42540085,19214.13,251763,113.71
ottqa,1st,gpt-4o,50,start,soft,42072383,19002.88,221837,100.20
ottqa,1st,gpt-oss-20b,1,perfect,perfect,1087886,491.37,1323569,597.82
ottqa,1st,gpt-oss-20b,5,end,hard,4674051,2111.13,2905632,1312.39
ottqa,1st,gpt-oss-20b,5,end,soft,4524887,2043.76,2451108,1107.09
ottqa,1st,gpt-oss-20b,5,middle,hard,4674027,2111.12,2901053,1310.32
ottqa,1st,gpt-oss-20b,5,middle,soft,4520170,2041.63,2512066,1134.63
ottqa,1st,gpt-oss-20b,5,start,hard,4674055,2111.14,2467409,1114.46
ottqa,1st,gpt-oss-20b,5,start,soft,4520360,2041.72,2237923,1010.81
ottqa,1st,gpt-oss-20b,10,end,hard,8983353,4057.52,3105740,1402.77
ottqa,1st,gpt-oss-20b,10,end,soft,8675443,3918.45,2796969,1263.31
ottqa,1st,gpt-oss-20b,10,middle,hard,8986607,4058.99,3180416,1436.50
ottqa,1st,gpt-oss-20b,10,middle,soft,8676037,3918.72,2814356,1271.16
ottqa,1st,gpt-oss-20b,10,start,hard,8987645,4059.46,2640142,1192.48
ottqa,1st,gpt-oss-20b,10,start,soft,8674680,3918.10,2370989,1070.91
ottqa,1st,gpt-oss-20b,20,end,hard,17520548,7913.53,3420266,1544.84
ottqa,1st,gpt-oss-20b,20,end,soft,17044803,7698.65,2955778,1335.04
ottqa,1st,gpt-oss-20b,20,middle,hard,17520682,7913.59,3445730,1556.34
ottqa,1st,gpt-oss-20b,20,middle,soft,17044414,7698.47,3006017,1357.73
ottqa,1st,gpt-oss-20b,20,start,hard,17520757,7913.62,2833534,1279.83
ottqa,1st,gpt-oss-20b,20,start,soft,17045130,7698.79,2493313,1126.16
ottqa,1st,gpt-oss-20b,30,end,hard,25920094,11707.36,3529979,1594.39
ottqa,1st,gpt-oss-20b,30,end,soft,25429524,11485.78,2922226,1319.89
ottqa,1st,gpt-oss-20b,30,middle,hard,25923407,11708.86,3543891,1600.67
ottqa,1st,gpt-oss-20b,30,middle,soft,25429795,11485.91,3158440,1426.58
ottqa,1st,gpt-oss-20b,30,start,hard,25922653,11708.52,2749292,1241.78
ottqa,1st,gpt-oss-20b,30,start,soft,25428310,11485.23,2311490,1044.03
ottqa,1st,gpt-oss-20b,40,end,hard,34331018,15506.33,3538843,1598.39
ottqa,1st,gpt-oss-20b,40,end,soft,33790711,15262.29,3079633,1390.98
ottqa,1st,gpt-oss-20b,40,middle,hard,34331350,15506.48,3820889,1725.79
ottqa,1st,gpt-oss-20b,40,middle,soft,33790676,15262.27,3198802,1444.81
ottqa,1st,gpt-oss-20b,40,start,hard,34330835,15506.25,2744445,1239.59
ottqa,1st,gpt-oss-20b,40,start,soft,33791514,15262.65,2356054,1064.16
ottqa,1st,gpt-oss-20b,50,end,hard,42645072,19261.55,3829542,1729.69
ottqa,1st,gpt-oss-20b,50,end,soft,42175329,19049.38,3200270,1445.47
ottqa,1st,gpt-oss-20b,50,middle,hard,42641756,19260.05,3980890,1798.05
ottqa,1st,gpt-oss-20b,50,middle,soft,42177599,19050.41,3382457,1527.76
ottqa,1st,gpt-oss-20b,50,start,hard,42645242,19261.63,2782890,1256.95
ottqa,1st,gpt-oss-20b,50,start,soft,42177732,19050.47,2432025,1098.48
ottqa,1st,qwen3-32b,1,perfect,perfect,1161500,524.62,2453270,1108.07
ottqa,1st,qwen3-32b,5,end,hard,5129778,2316.97,3710787,1676.06
ottqa,1st,qwen3-32b,5,end,soft,4951156,2236.29,2816235,1272.01
ottqa,1st,qwen3-32b,5,middle,hard,5121412,2313.19,3731507,1685.41
ottqa,1st,qwen3-32b,5,middle,soft,4951156,2236.29,2831098,1278.73
ottqa,1st,qwen3-32b,5,start,hard,5036034,2274.63,3362327,1518.67
ottqa,1st,qwen3-32b,5,start,soft,4849329,2190.30,2707354,1222.83
ottqa,1st,qwen3-32b,10,end,hard,9985136,4510.00,3864782,1745.61
ottqa,1st,qwen3-32b,10,end,soft,9625086,4347.37,2912327,1315.41
