dataset,run,reader,K,rotation,negative_type,request_tokens_total,request_tokens_mean,response_tokens_total,response_tokens_mean
e2ewtq,3rd,claude-haiku-4-5,30,start,soft,3280104,13724.28,31529,131.92
e2ewtq,3rd,claude-haiku-4-5,40,end,hard,4684042,19598.50,41275,172.70
e2ewtq,3rd,claude-haiku-4-5,40,end,soft,4374067,18301.54,38830,162.47
e2ewtq,3rd,claude-haiku-4-5,40,middle,hard,4684042,19598.50,40532,169.59
e2ewtq,3rd,claude-haiku-4-5,40,middle,soft,4374067,18301.54,39204,164.03
e2ewtq,3rd,claude-haiku-4-5,40,start,hard,4684042,19598.50,36003,150.64
e2ewtq,3rd,claude-haiku-4-5,40,start,soft,4374067,18301.54,33302,139.34
e2ewtq,3rd,claude-haiku-4-5,50,end,hard,5845532,24458.29,43230,180.88
e2ewtq,3rd,claude-haiku-4-5,50,end,soft,5463450,22859.62,39430,164.98
e2ewtq,3rd,claude-haiku-4-5,50,middle,hard,5845532,24458.29,42225,176.67
e2ewtq,3rd,claude-haiku-4-5,50,middle,soft,5463450,22859.62,39658,165.93
e2ewtq,3rd,claude-haiku-4-5,50,start,hard,5845532,24458.29,35201,147.28
e2ewtq,3rd,claude-haiku-4-5,50,start,soft,5463450,22859.62,32721,136.91
e2ewtq,3rd,gpt-4o,1,perfect,perfect,142706,597.10,26676,111.62
e2ewtq,3rd,gpt-4o,5,end,hard,670900,2807.11,35438,148.28
e2ewtq,3rd,gpt-4o,5,end,soft,647678,2709.95,22429,93.85
e2ewtq,3rd,gpt-4o,5,middle,hard,670900,2807.11,39953,167.17
e2ewtq,3rd,gpt-4o,5,middle,soft,647678,2709.95,25913,108.42
e2ewtq,3rd,gpt-4o,5,start,hard,670900,2807.11,33928,141.96
e2ewtq,3rd,gpt-4o,5,start,soft,657456,2750.86,22530,94.27
e2ewtq,3rd,gpt-4o,10,end,hard,1329457,5562.58,42658,178.49
e2ewtq,3rd,gpt-4o,10,end,soft,1281464,5361.77,27257,114.05
e2ewtq,3rd,gpt-4o,10,middle,hard,1329457,5562.58,51965,217.43
e2ewtq,3rd,gpt-4o,10,middle,soft,1281464,5361.77,33290,139.29
e2ewtq,3rd,gpt-4o,10,start,hard,1329457,5562.58,41532,173.77
e2ewtq,3rd,gpt-4o,10,start,soft,1299978,5439.24,25123,105.12
e2ewtq,3rd,gpt-4o,20,end,hard,2657784,11120.44,55279,231.29
e2ewtq,3rd,gpt-4o,20,end,soft,2600939,10882.59,32882,137.58
e2ewtq,3rd,gpt-4o,20,middle,hard,2657784,11120.44,59861,250.46
e2ewtq,3rd,gpt-4o,20,middle,soft,2600939,10882.59,34900,146.03
e2ewtq,3rd,gpt-4o,20,start,hard,2657784,11120.44,50635,211.86
e2ewtq,3rd,gpt-4o,20,start,soft,2600939,10882.59,30657,128.27
e2ewtq,3rd,gpt-4o,30,end,hard,3971612,16617.62,56376,235.88
e2ewtq,3rd,gpt-4o,30,end,soft,3897730,16308.49,33832,141.56
e2ewtq,3rd,gpt-4o,30,middle,hard,3971612,16617.62,63139,264.18
e2ewtq,3rd,gpt-4o,30,middle,soft,3897730,16308.49,42401,177.41
e2ewtq,3rd,gpt-4o,30,start,hard,3971612,16617.62,47465,198.60
e2ewtq,3rd,gpt-4o,30,start,soft,3897730,16308.49,32463,135.83
e2ewtq,3rd,gpt-4o,40,end,hard,5284449,22110.67,63998,267.77
e2ewtq,3rd,gpt-4o,40,end,soft,5195074,21736.71,35557,148.77
e2ewtq,3rd,gpt-4o,40,middle,hard,5284449,22110.67,63773,266.83
e2ewtq,3rd,gpt-4o,40,middle,soft,5195074,21736.71,42240,176.74
e2ewtq,3rd,gpt-4o,40,start,hard,5284449,22110.67,50377,210.78
e2ewtq,3rd,gpt-4o,40,start,soft,5195074,21736.71,31387,131.33
e2ewtq,3rd,gpt-4o,50,end,hard,6569553,27487.67,60289,252.26
e2ewtq,3rd,gpt-4o,50,end,soft,6490658,27157.56,37683,157.67
e2ewtq,3rd,gpt-4o,50,middle,hard,6598706,27609.65,63693,266.50
e2ewtq,3rd,gpt-4o,50,middle,soft,6490658,27157.56,44268,185.22
e2ewtq,3rd,gpt-4o,50,start,hard,6598706,27609.65,52130,218.12
e2ewtq,3rd,gpt-4o,50,start,soft,6490658,27157.56,30697,128.44
e2ewtq,3rd,gpt-oss-20b,1,perfect,perfect,157022,657.00,115196,481.99
e2ewtq,3rd,gpt-oss-20b,5,end,hard,686560,2872.64,129220,540.67
e2ewtq,3rd,gpt-oss-20b,5,end,soft,673128,2816.44,86239,360.83
e2ewtq,3rd,gpt-oss-20b,5,middle,hard,686233,2871.27,93969,393.18
e2ewtq,3rd,gpt-oss-20b,5,middle,soft,673128,2816.44,106747,446.64
e2ewtq,3rd,gpt-oss-20b,5,start,hard,685240,2867.11,40395,169.02
e2ewtq,3rd,gpt-oss-20b,5,start,soft,671796,2810.86,34346,143.71
e2ewtq,3rd,gpt-oss-20b,10,end,hard,1345508,5629.74,96909,405.48
e2ewtq,3rd,gpt-oss-20b,10,end,soft,1316067,5506.56,79384,332.15
e2ewtq,3rd,gpt-oss-20b,10,middle,hard,1345508,5629.74,121969,510.33
e2ewtq,3rd,gpt-oss-20b,10,middle,soft,1316067,5506.56,83634,349.93
e2ewtq,3rd,gpt-oss-20b,10,start,hard,1345508,5629.74,107256,448.77
e2ewtq,3rd,gpt-oss-20b,10,start,soft,1316067,5506.56,80675,337.55
e2ewtq,3rd,gpt-oss-20b,20,end,hard,2674597,11190.78,127769,534.60
e2ewtq,3rd,gpt-oss-20b,20,end,soft,2617868,10953.42,105479,441.33
e2ewtq,3rd,gpt-oss-20b,20,middle,hard,2674597,11190.78,141079,590.29
e2ewtq,3rd,gpt-oss-20b,20,middle,soft,2617868,10953.42,95372,399.05
e2ewtq,3rd,gpt-oss-20b,20,start,hard,2674597,11190.78,114838,480.49
e2ewtq,3rd,gpt-oss-20b,20,start,soft,2617868,10953.42,77407,323.88
e2ewtq,3rd,gpt-oss-20b,30,end,hard,3989251,16691.43,148273,620.39
e2ewtq,3rd,gpt-oss-20b,30,end,soft,3915439,16382.59,104733,438.21
e2ewtq,3rd,gpt-oss-20b,30,middle,hard,3989251,16691.43,161538,675.89
e2ewtq,3rd,gpt-oss-20b,30,middle,soft,3915439,16382.59,107247,448.73
e2ewtq,3rd,gpt-oss-20b,30,start,hard,3989251,16691.43,129025,539.85
e2ewtq,3rd,gpt-oss-20b,30,start,soft,3915439,16382.59,85685,358.51
e2ewtq,3rd,gpt-oss-20b,40,end,hard,5298789,22170.67,47219,197.57
e2ewtq,3rd,gpt-oss-20b,40,end,soft,5209414,21796.71,47961,200.67
e2ewtq,3rd,gpt-oss-20b,40,middle,hard,5298789,22170.67,42901,179.50
e2ewtq,3rd,gpt-oss-20b,40,middle,soft,5209414,21796.71,39698,166.10
e2ewtq,3rd,gpt-oss-20b,40,start,hard,5302854,22187.67,134290,561.88
e2ewtq,3rd,gpt-oss-20b,40,start,soft,5213307,21813.00,96884,405.37
e2ewtq,3rd,gpt-oss-20b,50,end,hard,6613046,27669.65,58186,243.46
e2ewtq,3rd,gpt-oss-20b,50,end,soft,6504998,27217.56,55534,232.36
e2ewtq,3rd,gpt-oss-20b,50,middle,hard,6613046,27669.65,49404,206.71
e2ewtq,3rd,gpt-oss-20b,50,middle,soft,6504998,27217.56,36053,150.85
e2ewtq,3rd,gpt-oss-20b,50,start,hard,6613046,27669.65,37673,157.63
e2ewtq,3rd,gpt-oss-20b,50,start,soft,6504998,27217.56,30617,128.10
e2ewtq,3rd,qwen3-32b,1,perfect,perfect,156203,653.57,130912,547.75
e2ewtq,3rd,qwen3-32b,5,end,hard,736576,3081.91,189979,794.89
e2ewtq,3rd,qwen3-32b,5,end,soft,729099,3050.62,138763,580.60
e2ewtq,3rd,qwen3-32b,5,middle,hard,736849,3083.05,200015,836.88
e2ewtq,3rd,qwen3-32b,5,middle,soft,729099,3050.62,135227,565.80
e2ewtq,3rd,qwen3-32b,5,start,hard,736849,3083.05,174725,731.07
e2ewtq,3rd,qwen3-32b,5,start,soft,729099,3050.62,129047,539.95
e2ewtq,3rd,qwen3-32b,10,end,hard,1462824,6120.60,223402,934.74
e2ewtq,3rd,qwen3-32b,10,end,soft,1445254,6047.09,149557,625.76
e2ewtq,3rd,qwen3-32b,10,middle,hard,1462824,6120.60,243157,1017.39
e2ewtq,3rd,qwen3-32b,10,middle,soft,1445254,6047.09,177401,742.26
e2ewtq,3rd,qwen3-32b,10,start,hard,1462824,6120.60,231991,970.67
e2ewtq,3rd,qwen3-32b,10,start,soft,1445254,6047.09,144384,604.12
e2ewtq,3rd,qwen3-32b,20,end,hard,2926779,12245.94,295971,1238.37
e2ewtq,3rd,qwen3-32b,20,end,soft,2894402,12110.47,196921,823.94
e2ewtq,3rd,qwen3-32b,20,middle,hard,2926832,12246.16,221203,925.54
e2ewtq,3rd,qwen3-32b,20,middle,soft,2894402,12110.47,177821,744.02
e2ewtq,3rd,qwen3-32b,20,start,hard,2926779,12245.94,236482,989.46
e2ewtq,3rd,qwen3-32b,20,start,soft,2894534,12111.02,136260,570.13
e2ewtq,3rd,qwen3-32b,30,end,hard,4373142,18297.67,315093,1318.38
e2ewtq,3rd,qwen3-32b,30,end,soft,4343112,18172.02,183252,766.74
e2ewtq,3rd,qwen3-32b,30,middle,hard,4373295,18298.31,229376,959.73
e2ewtq,3rd,qwen3-32b,30,middle,soft,4343261,18172.64,186558,780.58
e2ewtq,3rd,qwen3-32b,30,start,hard,4373142,18297.67,277340,1160.42
e2ewtq,3rd,qwen3-32b,30,start,soft,4343114,18172.03,165555,692.70
e2ewtq,3rd,qwen3-32b,40,end,hard,5819260,24348.37,235156,983.92
e2ewtq,3rd,qwen3-32b,40,end,soft,5793094,24238.89,156982,656.83
e2ewtq,3rd,qwen3-32b,40,middle,hard,5819259,24348.36,232685,973.58
e2ewtq,3rd,qwen3-32b,40,middle,soft,5793095,24238.89,189907,794.59
e2ewtq,3rd,qwen3-32b,40,start,hard,5819259,24348.36,239763,1003.19
e2ewtq,3rd,qwen3-32b,40,start,soft,5793098,24238.90,180142,753.73
e2ewtq,3rd,qwen3-32b,50,end,hard,7265625,30400.10,164927,690.07
e2ewtq,3rd,qwen3-32b,50,end,soft,7232635,30262.07,167483,700.77
e2ewtq,3rd,qwen3-32b,50,middle,hard,7265461,30399.42,201656,843.75
e2ewtq,3rd,qwen3-32b,50,middle,soft,7234963,30271.81,169230,708.08
e2ewtq,3rd,qwen3-32b,50,start,hard,7265457,30399.40,191304,800.44
e2ewtq,3rd,qwen3-32b,50,start,soft,7234959,30271.79,139434,583.41
feta,1st,claude-haiku-4-5,1,perfect,perfect,663932,331.97,158513,79.26
feta,1st,claude-haiku-4-5,5,end,hard,3779598,1889.80,216770,108.39
feta,1st,claude-haiku-4-5,5,end,soft,3164969,1582.48,180433,90.22
feta,1st,claude-haiku-4-5,5,middle,hard,3779598,1889.80,223926,111.96
feta,1st,claude-haiku-4-5,5,middle,soft,3164969,1582.48,194581,97.29
feta,1st,claude-haiku-4-5,5,start,hard,3779598,1889.80,195576,97.79
feta,1st,claude-haiku-4-5,5,start,soft,3164969,1582.48,172876,86.44
feta,1st,claude-haiku-4-5,10,end,hard,7640845,3820.42,229232,114.62
feta,1st,claude-haiku-4-5,10,end,soft,6320639,3160.32,190037,95.02
feta,1st,claude-haiku-4-5,10,middle,hard,7640845,3820.42,234477,117.24
feta,1st,claude-haiku-4-5,10,middle,soft,6320639,3160.32,209440,104.72
feta,1st,claude-haiku-4-5,10,start,hard,7640845,3820.42,200321,100.16
feta,1st,claude-haiku-4-5,10,start,soft,6320639,3160.32,177242,88.62
feta,1st,claude-haiku-4-5,20,end,hard,15126987,7563.49,239207,119.60
feta,1st,claude-haiku-4-5,20,end,soft,12629626,6314.81,211406,105.70
feta,1st,claude-haiku-4-5,20,middle,hard,15126987,7563.49,249832,124.92
feta,1st,claude-haiku-4-5,20,middle,soft,12629626,6314.81,233895,116.95
feta,1st,claude-haiku-4-5,20,start,hard,15126987,7563.49,209171,104.59
feta,1st,claude-haiku-4-5,20,start,soft,12629626,6314.81,184882,92.44
feta,1st,claude-haiku-4-5,30,end,hard,22471736,11235.87,249164,124.58
feta,1st,claude-haiku-4-5,30,end,soft,18880970,9440.49,222307,111.15
feta,1st,claude-haiku-4-5,30,middle,hard,22471736,11235.87,258710,129.35
feta,1st,claude-haiku-4-5,30,middle,soft,18880970,9440.49,249668,124.83
feta,1st,claude-haiku-4-5,30,start,hard,22471736,11235.87,213200,106.60
feta,1st,claude-haiku-4-5,30,start,soft,18880970,9440.49,192875,96.44
feta,1st,claude-haiku-4-5,40,end,hard,29790309,14895.15,251982,125.99
feta,1st,claude-haiku-4-5,40,end,soft,25141559,12570.78,227024,113.51
feta,1st,claude-haiku-4-5,40,middle,hard,29790309,14895.15,263402,131.70
feta,1st,claude-haiku-4-5,40,middle,soft,25141559,12570.78,254756,127.38
feta,1st,claude-haiku-4-5,40,start,hard,29790309,14895.15,217051,108.53
feta,1st,claude-haiku-4-5,40,start,soft,25141559,12570.78,197043,98.52
feta,1st,claude-haiku-4-5,50,end,hard,37015161,18507.58,253676,126.84
feta,1st,claude-haiku-4-5,50,end,soft,31453124,15726.56,223931,111.97
feta,1st,claude-haiku-4-5,50,middle,hard,37015161,18507.58,263347,131.67
feta,1st,claude-haiku-4-5,50,middle,soft,31453124,15726.56,248418,124.21
feta,1st,claude-haiku-4-5,50,start,hard,37015161,18507.58,216324,108.16
feta,1st,claude-haiku-4-5,50,start,soft,31453124,15726.56,196705,98.35
feta,1st,gpt-4o,1,perfect,perfect,946953,473.48,104241,52.12
feta,1st,gpt-4o,5,end,hard,5114870,2557.43,153825,76.91
feta,1st,gpt-4o,5,end,soft,4287153,2143.58,115932,57.97
feta,1st,gpt-4o,5,middle,hard,5100732,2550.37,162747,81.37
feta,1st,gpt-4o,5,middle,soft,4278389,2139.19,125516,62.76
feta,1st,gpt-4o,5,start,hard,5132014,2566.01,156640,78.32
feta,1st,gpt-4o,5,start,soft,4261964,2130.98,120431,60.22
feta,1st,gpt-4o,10,end,hard,10261452,5130.73,180687,90.34
feta,1st,gpt-4o,10,end,soft,8475655,4237.83,124662,62.33
feta,1st,gpt-4o,10,middle,hard,10277358,5138.68,187806,93.90
feta,1st,gpt-4o,10,middle,soft,8467241,4233.62,134785,67.39
feta,1st,gpt-4o,10,start,hard,10333844,5166.92,180680,90.34
feta,1st,gpt-4o,10,start,soft,8445438,4222.72,128502,64.25
feta,1st,gpt-4o,20,end,hard,20270412,10135.21,213820,106.91
feta,1st,gpt-4o,20,end,soft,16934517,8467.26,137429,68.71
feta,1st,gpt-4o,20,middle,hard,20248576,10124.29,214714,107.36
feta,1st,gpt-4o,20,middle,soft,16914076,8457.04,148452,74.23
feta,1st,gpt-4o,20,start,hard,20331475,10165.74,200506,100.25
feta,1st,gpt-4o,20,start,soft,16834966,8417.48,138902,69.45
feta,1st,gpt-4o,30,end,hard,30600026,15300.01,234312,117.16
feta,1st,gpt-4o,30,end,soft,25462232,12731.12,146371,73.19
feta,1st,gpt-4o,30,middle,hard,30472853,15236.43,238384,119.19
feta,1st,gpt-4o,30,middle,soft,25475090,12737.55,160875,80.44
feta,1st,gpt-4o,30,start,hard,30155795,15077.90,221355,110.68
feta,1st,gpt-4o,30,start,soft,25183516,12591.76,146985,73.49
feta,1st,gpt-4o,40,end,hard,40503670,20251.83,242102,121.05
feta,1st,gpt-4o,40,end,soft,33892204,16946.10,153941,76.97
feta,1st,gpt-4o,40,middle,hard,40522980,20261.49,260441,130.22
feta,1st,gpt-4o,40,middle,soft,33891171,16945.59,170796,85.40
feta,1st,gpt-4o,40,start,hard,40500926,20250.46,228555,114.28
feta,1st,gpt-4o,40,start,soft,33823876,16911.94,152737,76.37
feta,1st,gpt-4o,50,end,hard,50311334,25155.67,256904,128.45
feta,1st,gpt-4o,50,end,soft,42375422,21187.71,162126,81.06
feta,1st,gpt-4o,50,middle,hard,50280881,25140.44,263133,131.57
feta,1st,gpt-4o,50,middle,soft,42375422,21187.71,180655,90.33
feta,1st,gpt-4o,50,start,hard,50312980,25156.49,232223,116.11
feta,1st,gpt-4o,50,start,soft,42353905,21176.95,159085,79.54
feta,1st,gpt-oss-20b,1,perfect,perfect,1087590,543.79,615454,307.73
feta,1st,gpt-oss-20b,5,end,hard,5341670,2670.84,1221578,610.79
feta,1st,gpt-oss-20b,5,end,soft,4464676,2232.34,838297,419.15
feta,1st,gpt-oss-20b,5,middle,hard,5341246,2670.62,1221657,610.83
feta,1st,gpt-oss-20b,5,middle,soft,4464676,2232.34,921503,460.75
feta,1st,gpt-oss-20b,5,start,hard,5341670,2670.84,1024716,512.36
feta,1st,gpt-oss-20b,5,start,soft,4464676,2232.34,785437,392.72
feta,1st,gpt-oss-20b,10,end,hard,10610762,5305.38,1462750,731.38
feta,1st,gpt-oss-20b,10,end,soft,8717541,4358.77,944476,472.24
feta,1st,gpt-oss-20b,10,middle,hard,10610762,5305.38,1487142,743.57
feta,1st,gpt-oss-20b,10,middle,soft,8717541,4358.77,951960,475.98
feta,1st,gpt-oss-20b,10,start,hard,10610762,5305.38,1192878,596.44
feta,1st,gpt-oss-20b,10,start,soft,8717541,4358.77,845194,422.60
feta,1st,gpt-oss-20b,20,end,hard,20804250,10402.12,1738384,869.19
feta,1st,gpt-oss-20b,20,end,soft,17249914,8624.96,1103760,551.88
feta,1st,gpt-oss-20b,20,middle,hard,20804250,10402.12,1779096,889.55
feta,1st,gpt-oss-20b,20,middle,soft,17249914,8624.96,1157050,578.52
feta,1st,gpt-oss-20b,20,start,hard,20804250,10402.12,1376761,688.38
feta,1st,gpt-oss-20b,20,start,soft,17249914,8624.96,917705,458.85
feta,1st,gpt-oss-20b,30,end,hard,30812492,15406.25,1852081,926.04
feta,1st,gpt-oss-20b,30,end,soft,25690954,12845.48,1213171,606.59
feta,1st,gpt-oss-20b,30,middle,hard,30812492,15406.25,1867945,933.97
feta,1st,gpt-oss-20b,30,middle,soft,25690954,12845.48,1207779,603.89
feta,1st,gpt-oss-20b,30,start,hard,30812492,15406.25,1460158,730.08
feta,1st,gpt-oss-20b,30,start,soft,25690954,12845.48,919095,459.55
feta,1st,gpt-oss-20b,40,end,hard,40760522,20380.26,2089103,1044.55
feta,1st,gpt-oss-20b,40,end,soft,34131724,17065.86,1380403,690.20
feta,1st,gpt-oss-20b,40,middle,hard,40756704,20378.35,2013913,1006.96
feta,1st,gpt-oss-20b,40,middle,soft,34131724,17065.86,1359256,679.63
feta,1st,gpt-oss-20b,40,start,hard,40760522,20380.26,1566505,783.25
feta,1st,gpt-oss-20b,40,start,soft,34131724,17065.86,973466,486.73
feta,1st,gpt-oss-20b,50,end,hard,50577099,25288.55,2228938,1114.47
feta,1st,gpt-oss-20b,50,end,soft,42659582,21329.79,1327039,663.52
feta,1st,gpt-oss-20b,50,middle,hard,50577099,25288.55,2149619,1074.81
feta,1st,gpt-oss-20b,50,middle,soft,42659582,21329.79,1398083,699.04
feta,1st,gpt-oss-20b,50,start,hard,50577099,25288.55,1687607,843.80
feta,1st,gpt-oss-20b,50,start,soft,42659582,21329.79,992519,496.26
feta,1st,qwen3-32b,1,perfect,perfect,1082260,541.13,1132136,566.07
feta,1st,qwen3-32b,5,end,hard,5916662,2958.33,2164310,1082.15
feta,1st,qwen3-32b,5,end,soft,4908161,2454.08,1526397,763.20
feta,1st,qwen3-32b,5,middle,hard,5918244,2959.12,2207326,1103.66
feta,1st,qwen3-32b,5,middle,soft,4908156,2454.08,1480153,740.08
feta,1st,qwen3-32b,5,start,hard,5918651,2959.33,1921637,960.82
feta,1st,qwen3-32b,5,start,soft,4910171,2455.09,1292665,646.33
feta,1st,qwen3-32b,10,end,hard,11894011,5947.01,2697049,1348.52
feta,1st,qwen3-32b,10,end,soft,9728494,4864.25,1650662,825.33
feta,1st,qwen3-32b,10,middle,hard,11892890,5946.44,2348419,1174.21
feta,1st,qwen3-32b,10,middle,soft,9729934,4864.97,1637166,818.58
feta,1st,qwen3-32b,10,start,hard,11894032,5947.02,2394447,1197.22
feta,1st,qwen3-32b,10,start,soft,9730249,4865.12,1350942,675.47
feta,1st,qwen3-32b,20,end,hard,23458216,11729.11,2774203,1387.10
feta,1st,qwen3-32b,20,end,soft,19419593,9709.80,1898604,949.30
feta,1st,qwen3-32b,20,middle,hard,23448238,11724.12,2254292,1127.15
feta,1st,qwen3-32b,20,middle,soft,19423608,9711.80,1571751,785.88
feta,1st,qwen3-32b,20,start,hard,23458214,11729.11,2194380,1097.19
feta,1st,qwen3-32b,20,start,soft,19423580,9711.79,1340526,670.26
feta,1st,qwen3-32b,30,end,hard,34798806,17399.40,2742831,1371.42
feta,1st,qwen3-32b,30,end,soft,29009576,14504.79,1726843,863.42
feta,1st,qwen3-32b,30,middle,hard,34798786,17399.39,2660540,1330.27
feta,1st,qwen3-32b,30,middle,soft,29014109,14507.05,2044819,1022.41
feta,1st,qwen3-32b,30,start,hard,34798931,17399.47,2175195,1087.60
feta,1st,qwen3-32b,30,start,soft,29014125,14507.06,1411390,705.70
feta,1st,qwen3-32b,40,end,hard,46070440,23035.22,2172972,1086.49
feta,1st,qwen3-32b,40,end,soft,38597641,19298.82,1549615,774.81
feta,1st,qwen3-32b,40,middle,hard,46057591,23028.80,2561394,1280.70
feta,1st,qwen3-32b,40,middle,soft,38597423,19298.71,1561896,780.95
feta,1st,qwen3-32b,40,start,hard,46061554,23030.78,2244010,1122.01
feta,1st,qwen3-32b,40,start,soft,38597876,19298.94,1503952,751.98
feta,1st,qwen3-32b,50,end,hard,57194911,28597.46,2051832,1025.92
feta,1st,qwen3-32b,50,end,soft,48283140,24141.57,2003985,1001.99
feta,1st,qwen3-32b,50,middle,hard,57194913,28597.46,2110588,1055.29
feta,1st,qwen3-32b,50,middle,soft,48283107,24141.55,1532623,766.31
feta,1st,qwen3-32b,50,start,hard,57194915,28597.46,1857308,928.65
feta,1st,qwen3-32b,50,start,soft,48283105,24141.55,1274491,637.25
feta,2nd,claude-haiku-4-5,1,perfect,perfect,663932,331.97,156952,78.48
feta,2nd,claude-haiku-4-5,5,end,hard,3779598,1889.80,216679,108.34
feta,2nd,claude-haiku-4-5,5,end,soft,3164969,1582.48,180720,90.36
feta,2nd,claude-haiku-4-5,5,middle,hard,3779598,1889.80,220873,110.44
feta,2nd,claude-haiku-4-5,5,middle,soft,3164969,1582.48,193328,96.66
feta,2nd,claude-haiku-4-5,5,start,hard,3779598,1889.80,194792,97.40
feta,2nd,claude-haiku-4-5,5,start,soft,3164969,1582.48,172870,86.44
feta,2nd,claude-haiku-4-5,10,end,hard,7640845,3820.42,228019,114.01
feta,2nd,claude-haiku-4-5,10,end,soft,3683378,1841.69,113775,56.89
feta,2nd,claude-haiku-4-5,10,middle,hard,7640845,3820.42,233740,116.87
feta,2nd,claude-haiku-4-5,10,middle,soft,6320639,3160.32,210012,105.01
feta,2nd,claude-haiku-4-5,10,start,hard,7640845,3820.42,201467,100.73
feta,2nd,claude-haiku-4-5,10,start,soft,6320639,3160.32,176154,88.08
feta,2nd,claude-haiku-4-5,20,end,hard,15126987,7563.49,241969,120.98
feta,2nd,claude-haiku-4-5,20,end,soft,12629626,6314.81,212076,106.04
feta,2nd,claude-haiku-4-5,20,middle,hard,15126987,7563.49,250417,125.21
feta,2nd,claude-haiku-4-5,20,middle,soft,12629626,6314.81,231405,115.70
feta,2nd,claude-haiku-4-5,20,start,hard,15126987,7563.49,210263,105.13
feta,2nd,claude-haiku-4-5,20,start,soft,12629626,6314.81,185555,92.78
feta,2nd,claude-haiku-4-5,30,end,hard,22471736,11235.87,247544,123.77
feta,2nd,claude-haiku-4-5,30,end,soft,18880970,9440.49,222489,111.24
feta,2nd,claude-haiku-4-5,30,middle,hard,22471736,11235.87,257615,128.81
feta,2nd,claude-haiku-4-5,30,middle,soft,18880970,9440.49,247554,123.78
feta,2nd,claude-haiku-4-5,30,start,hard,22471736,11235.87,213663,106.83
feta,2nd,claude-haiku-4-5,30,start,soft,18880970,9440.49,193320,96.66
feta,2nd,claude-haiku-4-5,40,end,hard,29790309,14895.15,250349,125.17
feta,2nd,claude-haiku-4-5,40,end,soft,25141559,12570.78,225487,112.74
feta,2nd,claude-haiku-4-5,40,middle,hard,29790309,14895.15,260070,130.03
feta,2nd,claude-haiku-4-5,40,middle,soft,25141559,12570.78,254429,127.21
feta,2nd,claude-haiku-4-5,40,start,hard,29790309,14895.15,214804,107.40
feta,2nd,claude-haiku-4-5,40,start,soft,25141559,12570.78,194620,97.31
feta,2nd,claude-haiku-4-5,50,end,hard,37015161,18507.58,247748,123.87
feta,2nd,claude-haiku-4-5,50,end,soft,31453124,15726.56,222959,111.48
feta,2nd,claude-haiku-4-5,50,middle,hard,37015161,18507.58,262535,131.27
feta,2nd,claude-haiku-4-5,50,middle,soft,31453124,15726.56,248611,124.31
feta,2nd,claude-haiku-4-5,50,start,hard,37015161,18507.58,216546,108.27
feta,2nd,claude-haiku-4-5,50,start,soft,31453124,15726.56,194474,97.24
feta,2nd,gpt-4o,1,perfect,perfect,955424,477.71,103899,51.95
feta,2nd,gpt-4o,5,end,hard,5203526,2601.76,161458,80.73
feta,2nd,gpt-4o,5,end,soft,4325576,2162.79,119277,59.64
feta,2nd,gpt-4o,5,middle,hard,5204055,2602.03,169074,84.54
feta,2nd,gpt-4o,5,middle,soft,4320387,2160.19,125471,62.74
feta,2nd,gpt-4o,5,start,hard,5198182,2599.09,157989,78.99
feta,2nd,gpt-4o,5,start,soft,4318130,2159.07,121017,60.51
feta,2nd,gpt-4o,10,end,hard,10462873,5231.44,184141,92.07
feta,2nd,gpt-4o,10,end,soft,8564188,4282.09,126502,63.25
feta,2nd,gpt-4o,10,middle,hard,10467504,5233.75,189287,94.64
feta,2nd,gpt-4o,10,middle,soft,8564188,4282.09,134527,67.26
feta,2nd,gpt-4o,10,start,hard,10458647,5229.32,178088,89.04
feta,2nd,gpt-4o,10,start,soft,8560719,4280.36,131040,65.52
feta,2nd,gpt-4o,20,end,hard,20636032,10318.02,206466,103.23
feta,2nd,gpt-4o,20,end,soft,17075691,8537.85,136819,68.41
feta,2nd,gpt-4o,20,middle,hard,20636032,10318.02,225613,112.81
feta,2nd,gpt-4o,20,middle,soft,17075691,8537.85,152493,76.25
feta,2nd,gpt-4o,20,start,hard,20611768,10305.88,202180,101.09
feta,2nd,gpt-4o,20,start,soft,17059625,8529.81,140317,70.16
feta,2nd,gpt-4o,30,end,hard,30625169,15312.58,230764,115.38
feta,2nd,gpt-4o,30,end,soft,25494410,12747.20,149876,74.94
feta,2nd,gpt-4o,30,middle,hard,30625169,15312.58,243236,121.62
feta,2nd,gpt-4o,30,middle,soft,25494410,12747.20,160694,80.35
feta,2nd,gpt-4o,30,start,hard,30602991,15301.50,210124,105.06
feta,2nd,gpt-4o,30,start,soft,25466168,12733.08,148345,74.17
feta,2nd,gpt-4o,40,end,hard,40535709,20267.85,237761,118.88
feta,2nd,gpt-4o,40,end,soft,33913727,16956.86,154248,77.12
feta,2nd,gpt-4o,40,middle,hard,40549784,20274.89,252043,126.02
feta,2nd,gpt-4o,40,middle,soft,33913727,16956.86,167975,83.99
feta,2nd,gpt-4o,40,start,hard,40523001,20261.50,222433,111.22
feta,2nd,gpt-4o,40,start,soft,33864129,16932.06,154924,77.46
feta,2nd,gpt-4o,50,end,hard,50376350,25188.17,266669,133.33
feta,2nd,gpt-4o,50,end,soft,42420366,21210.18,161774,80.89
feta,2nd,gpt-4o,50,middle,hard,50331149,25165.57,274475,137.24
feta,2nd,gpt-4o,50,middle,soft,42443819,21221.91,176010,88.00
