dataset,reader,K,condition,input_rate_usd_per_1m,output_rate_usd_per_1m,recomputed_average_cost_usd,recomputed_cps_point_usd,recomputed_cps_low_from_display_rounding,recomputed_cps_high_from_display_rounding,published_cps,published_cps_4dp,matches_camera_ready_4dp
FeTaQA,gpt-4o,40,bge_m3,2.50,10.00,0.052017500000,0.090860262009,0.090841411230,0.090879116080,0.0908582,0.0909,true
FeTaQA,gpt-4o,50,soft,2.50,10.00,0.053822500000,0.070530448096,0.070522257929,0.070538638264,0.07053044809626702,0.0705,true
FeTaQA,gpt-4o,50,hard,2.50,10.00,0.064190000000,0.096934250473,0.096924812258,0.096943688689,0.0969342504733916,0.0969,true
FeTaQA,gpt-4o,50,bge_m3,2.50,10.00,0.064335000000,0.110162671233,0.110057741660,0.110267780634,0.1101562,0.1102,true
FeTaQA,claude-haiku-4-5,1,soft,1.00,5.00,0.000727000000,0.000820598075,0.000817211839,0.000823984312,0.0008205980754132532,0.0008,true
FeTaQA,claude-haiku-4-5,1,hard,1.00,5.00,0.000725670000,0.000819096844,0.000819062981,0.000819130706,0.0008190968437209566,0.0008,true
FeTaQA,claude-haiku-4-5,1,bge_m3,1.00,5.00,0.000892000000,0.002255372946,0.002247503476,0.002263244405,0.0022571,0.0023,true
FeTaQA,claude-haiku-4-5,5,soft,1.00,5.00,0.002037000000,0.002455565953,0.002451949508,0.002459182397,0.002455565952725313,0.0025,true
FeTaQA,claude-haiku-4-5,5,hard,1.00,5.00,0.002420000000,0.003335692932,0.003331557776,0.003339828089,0.003335692932179921,0.0033,true
FeTaQA,claude-haiku-4-5,5,bge_m3,1.00,5.00,0.002520000000,0.005211995863,0.005205252818,0.005218740304,0.0052066,0.0052,true
FeTaQA,claude-haiku-4-5,10,soft,1.00,5.00,0.003307000000,0.004196532231,0.004192725277,0.004200339185,0.004196532230577991,0.0042,true
FeTaQA,claude-haiku-4-5,10,hard,1.00,5.00,0.004375000000,0.006474897561,0.006470457631,0.006479337491,0.006474897561066356,0.0065,true
FeTaQA,claude-haiku-4-5,10,bge_m3,1.00,5.00,0.004433000000,0.008919517103,0.008904522613,0.008934541793,0.0089196,0.0089,true
FeTaQA,claude-haiku-4-5,20,soft,1.00,5.00,0.006840000000,0.009162071397,0.009158052945,0.009166089849,0.00916207139699902,0.0092,true
FeTaQA,claude-haiku-4-5,20,hard,1.00,5.00,0.008148000000,0.012537953307,0.012533336976,0.012542569637,0.012537953306777911,0.0125,true
FeTaQA,claude-haiku-4-5,20,bge_m3,1.00,5.00,0.008188000000,0.015347703843,0.015340642864,0.015354766145,0.0153495,0.0153,true
FeTaQA,claude-haiku-4-5,30,soft,1.00,5.00,0.009995000000,0.013570868473,0.013566795175,0.013574941770,0.013570868472609155,0.0136,true
FeTaQA,claude-haiku-4-5,30,hard,1.00,5.00,0.011836000000,0.018500783346,0.018496094063,0.018505472629,0.01850078334589211,0.0185,true
FeTaQA,claude-haiku-4-5,30,bge_m3,1.00,5.00,0.011873000000,0.022171802054,0.022164130333,0.022179475208,0.022174,0.0222,true
FeTaQA,claude-haiku-4-5,40,soft,1.00,5.00,0.013136000000,0.017995873829,0.017991763931,0.017999983727,0.017995873828989803,0.0180,true
FeTaQA,claude-haiku-4-5,40,hard,1.00,5.00,0.015500000000,0.024288939438,0.024284238353,0.024293640523,0.02428893943758816,0.0243,true
FeTaQA,claude-haiku-4-5,40,bge_m3,1.00,5.00,0.015536000000,0.028144927536,0.028114027149,0.028175883953,0.0281476,0.0281,true
FeTaQA,claude-haiku-4-5,50,soft,1.00,5.00,0.016282000000,0.022345637713,0.022341520472,0.022349754954,0.022345637713129054,0.0223,true
FeTaQA,claude-haiku-4-5,50,hard,1.00,5.00,0.019113000000,0.029987065103,0.029982358296,0.029991771910,0.02998706510289414,0.0300,true
FeTaQA,claude-haiku-4-5,50,bge_m3,1.00,5.00,0.019145000000,0.035193014706,0.035155188246,0.035230910764,0.0351959,0.0352,true
FeTaQA,gpt-oss-20b,1,soft,0.02,0.10,0.000041280000,0.000060930381,0.000060841819,0.000061018943,6.093038097591559e-05,0.0001,true
FeTaQA,gpt-oss-20b,1,hard,0.02,0.10,0.000041280000,0.000060930381,0.000060841819,0.000061018943,6.093038097591559e-05,0.0001,true
FeTaQA,gpt-oss-20b,1,bge_m3,0.02,0.10,0.000025440000,0.000082597403,0.000082269044,0.000082926829,0.0000828,0.0001,true
FeTaQA,gpt-oss-20b,5,soft,0.02,0.10,0.000085340000,0.000129104301,0.000129013532,0.000129195070,0.00012910430112533807,0.0001,true
FeTaQA,gpt-oss-20b,5,hard,0.02,0.10,0.000101500000,0.000189073898,0.000188962130,0.000189185666,0.0001890738982172167,0.0002,true
FeTaQA,gpt-oss-20b,5,bge_m3,0.02,0.10,0.000069240000,0.000193407821,0.000192970711,0.000193846154,0.0001933,0.0002,true
FeTaQA,gpt-oss-20b,10,soft,0.02,0.10,0.000124240000,0.000194036661,0.000193942953,0.000194130368,0.0001940366608299642,0.0002,true
FeTaQA,gpt-oss-20b,10,hard,0.02,0.10,0.000161880000,0.000320983352,0.000320864382,0.000321102323,0.00032098335234995737,0.0003,true
FeTaQA,gpt-oss-20b,10,bge_m3,0.02,0.10,0.000122760000,0.000318443580,0.000318246661,0.000318640550,0.0003185,0.0003,true
FeTaQA,gpt-oss-20b,20,soft,0.02,0.10,0.000219940000,0.000347453338,0.000347358552,0.000347548124,0.0003474533383311103,0.0003,true
FeTaQA,gpt-oss-20b,20,hard,0.02,0.10,0.000283100000,0.000571028617,0.000570907594,0.000571149641,0.0005710286173635906,0.0006,true
FeTaQA,gpt-oss-20b,20,bge_m3,0.02,0.10,0.000225800000,0.000584974093,0.000584062096,0.000585888457,0.000585,0.0006,true
FeTaQA,gpt-oss-20b,30,soft,0.02,0.10,0.000311400000,0.000495312162,0.000495216726,0.000495407598,0.0004953121620929937,0.0005,true
FeTaQA,gpt-oss-20b,30,hard,0.02,0.10,0.000395420000,0.000797248927,0.000797127954,0.000797369899,0.0007972489266198726,0.0008,true
FeTaQA,gpt-oss-20b,30,bge_m3,0.02,0.10,0.000327980000,0.000779049881,0.000777983393,0.000780118906,0.0007791,0.0008,true
FeTaQA,gpt-oss-20b,40,soft,0.02,0.10,0.000391200000,0.000630436182,0.000630339490,0.000630532875,0.000630436182358367,0.0006,true
FeTaQA,gpt-oss-20b,40,hard,0.02,0.10,0.000492800000,0.001016928996,0.001016805182,0.001017052811,0.0010169289964553332,0.0010,true
FeTaQA,gpt-oss-20b,40,bge_m3,0.02,0.10,0.000474460000,0.001140528846,0.001139015606,0.001142045728,0.0011406,0.0011,true
FeTaQA,gpt-oss-20b,50,soft,0.02,0.10,0.000491860000,0.000801942085,0.000801844259,0.000802039910,0.0008019420845446069,0.0008,true
FeTaQA,gpt-oss-20b,50,hard,0.02,0.10,0.000614760000,0.001254510627,0.001254388188,0.001254633066,0.0012545106269668722,0.0013,true
FeTaQA,gpt-oss-20b,50,bge_m3,0.02,0.10,0.000572160000,0.001307794286,0.001307507713,0.001308080924,0.0013079,0.0013,true
FeTaQA,qwen3-32b,1,soft,0.29,0.59,0.000499980000,0.000576901477,0.000576393783,0.000577409170,0.000576901476879872,0.0006,true
FeTaQA,qwen3-32b,1,hard,0.29,0.59,0.000499980000,0.000576901477,0.000576393783,0.000577409170,0.000576901476879872,0.0006,true
FeTaQA,qwen3-32b,1,bge_m3,0.29,0.59,0.000598350000,0.001572536137,0.001571173302,0.001573899330,0.0015725,0.0016,true
FeTaQA,qwen3-32b,5,soft,0.29,0.59,0.001128200000,0.001349293459,0.001348767233,0.001349819686,0.0013492934594100479,0.0013,true
FeTaQA,qwen3-32b,5,hard,0.29,0.59,0.001492360000,0.002013525807,0.002012932150,0.002014119465,0.0020135258074357345,0.0020,true
FeTaQA,qwen3-32b,5,bge_m3,0.29,0.59,0.001532190000,0.003195391032,0.003194140340,0.003196641986,0.0031954,0.0032,true
FeTaQA,qwen3-32b,10,soft,0.29,0.59,0.001855120000,0.002247659108,0.002247126005,0.002248192211,0.002247659107788326,0.0022,true
FeTaQA,qwen3-32b,10,hard,0.29,0.59,0.002414340000,0.003446825665,0.003446197501,0.003447453830,0.003446825665453647,0.0034,true
FeTaQA,qwen3-32b,10,bge_m3,0.29,0.59,0.002459880000,0.004762594385,0.004761281580,0.004763907445,0.0047624,0.0048,true
FeTaQA,qwen3-32b,20,soft,0.29,0.59,0.003284650000,0.004103493390,0.004102943701,0.004104043079,0.004103493389984821,0.0041,true
FeTaQA,qwen3-32b,20,hard,0.29,0.59,0.004066930000,0.006183095582,0.006182426635,0.006183764529,0.006183095581911804,0.0062,true
FeTaQA,qwen3-32b,20,bge_m3,0.29,0.59,0.004254690000,0.008042892250,0.008034466478,0.008051333964,0.0080433,0.0080,true
FeTaQA,qwen3-32b,30,soft,0.29,0.59,0.004675200000,0.006072793606,0.006072222073,0.006073365139,0.00607279360590655,0.0061,true
FeTaQA,qwen3-32b,30,hard,0.29,0.59,0.005723920000,0.009019558738,0.009018865401,0.009020252075,0.009019558737634372,0.0090,true
FeTaQA,qwen3-32b,30,bge_m3,0.29,0.59,0.005809920000,0.010769082484,0.010767269020,0.010770896283,0.010769,0.0108,true
FeTaQA,qwen3-32b,40,soft,0.29,0.59,0.006102640000,0.008040268807,0.008039689104,0.008040848510,0.008040268806811288,0.0080,true
FeTaQA,qwen3-32b,40,hard,0.29,0.59,0.007419720000,0.012048780388,0.012048065878,0.012049494898,0.012048780388333128,0.0120,true
FeTaQA,qwen3-32b,40,bge_m3,0.29,0.59,0.007337000000,0.013624883937,0.013622801968,0.013626966292,0.0136248,0.0136,true
FeTaQA,qwen3-32b,50,soft,0.29,0.59,0.007464920000,0.010087355374,0.010086760802,0.010087949947,0.01008735537422107,0.0101,true
FeTaQA,qwen3-32b,50,hard,0.29,0.59,0.008928560000,0.014781312234,0.014780583810,0.014782040658,0.014781312233988167,0.0148,true
FeTaQA,qwen3-32b,50,bge_m3,0.29,0.59,0.008945270000,0.016458638454,0.016456314966,0.016460962370,0.016458,0.0165,true
