dataset,reader,K,condition,score_display,input_tokens_display,output_tokens_display,published_cps,publication_precision_decimals,source,provenance_class
FeTaQA,gpt-4o,5,soft,0.7814775290248961,2153,61,0.007668166744957158,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,5,hard,0.7106620405990475,2587,81,0.010240451275356544,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,5,bge_m3,0.4675,2652,84,0.0159772,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,10,soft,0.7817017882278922,4265,65,0.014471631215844204,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,10,hard,0.6877225453493963,5203,92,0.02025162631962888,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,10,bge_m3,0.503,5261,94,0.0280122,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,20,soft,0.7761844777997634,8506,71,0.028311568484714028,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,20,hard,0.6680567369363493,10257,105,0.03995543869882894,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,20,bge_m3,0.542,10341,109,0.0497081,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,30,soft,0.772720115289291,12724,76,0.04214980218006417,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,30,hard,0.6653724478377789,15274,115,0.05911726601818965,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,30,bge_m3,0.5605,15338,121,0.0705775,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,40,soft,0.7674122313352297,16944,80,0.056240959210287024,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,40,hard,0.6557583431503511,20264,120,0.07908401096485879,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,40,bge_m3,0.5725,20299,127,0.0908582,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,50,soft,0.7631101382843571,21197,83,0.07053044809626702,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,50,hard,0.6622014374333055,25164,128,0.0969342504733916,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-4o,50,bge_m3,0.584,25206,132,0.1101562,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,1,soft,0.8859391970105253,332,79,0.0008205980754132532,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,1,hard,0.8859391970105253,331.97,78.74,0.0008190968437209566,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,1,bge_m3,0.3955,387,101,0.0022571,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,5,soft,0.8295439989055203,1582,91,0.002455565952725313,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,5,hard,0.7254864429078299,1890,106,0.003335692932179921,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,5,bge_m3,0.4835,1925,119,0.0052066,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,10,soft,0.7880315980665124,2867,88,0.004196532230577991,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,10,hard,0.6756863654966424,3820,111,0.006474897561066356,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,10,bge_m3,0.497,3843,118,0.0089196,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,20,soft,0.7465560683406594,6315,105,0.00916207139699902,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,20,hard,0.6498668323796725,7563,117,0.012537953306777911,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,20,bge_m3,0.5335,7583,121,0.0153495,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,30,soft,0.7365040800574753,9440,111,0.013570868472609155,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,30,hard,0.6397566945525066,11236,120,0.01850078334589211,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,30,bge_m3,0.5355,11253,124,0.022174,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,40,soft,0.7299451043515894,12571,113,0.017995873828989803,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,40,hard,0.6381505474880099,14895,121,0.02428893943758816,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,40,bge_m3,0.552,14911,125,0.0281476,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,50,soft,0.7286433356266939,15727,111,0.022345637713129054,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,50,hard,0.6373748125872895,18508,121,0.02998706510289414,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,claude-haiku-4-5,50,bge_m3,0.544,18520,125,0.0351959,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,1,soft,0.6774945329213855,544,304,6.093038097591559e-05,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,1,hard,0.6774945329213855,544,304,6.093038097591559e-05,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,1,bge_m3,0.308,617,131,0.0000828,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,5,soft,0.6610159325145142,2232,407,0.00012910430112533807,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,5,hard,0.5368271398487389,2670,481,0.0001890738982172167,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,5,bge_m3,0.358,2717,149,0.0001933,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,10,soft,0.6402913731280525,4357,371,0.0001940366608299642,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,10,hard,0.5043252206535237,5304,558,0.00032098335234995737,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,10,bge_m3,0.3855,5333,161,0.0003185,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,20,soft,0.6330058621868967,8622,475,0.0003474533383311103,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,20,hard,0.4957720005471144,10400,751,0.0005710286173635906,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,20,bge_m3,0.386,10425,173,0.000585,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,30,soft,0.6286944352106084,12840,546,0.0004953121620929937,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,30,hard,0.4959805987779471,15401,874,0.0007972489266198726,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,30,bge_m3,0.421,15424,195,0.0007791,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,40,soft,0.620522760188953,17060,500,0.000630436182358367,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,40,hard,0.48459627143854916,20375,853,0.0010169289964553332,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,40,bge_m3,0.416,20398,665,0.0011406,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,50,soft,0.613336061891937,21323,654,0.0008019420845446069,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,50,hard,0.4900396910039359,25283,1091,0.0012545106269668722,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,gpt-oss-20b,50,bge_m3,0.4375,25303,661,0.0013079,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,1,soft,0.8666644479818357,540,582,0.000576901476879872,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,1,hard,0.8666644479818357,540,582,0.000576901476879872,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,1,bge_m3,0.3805,631,704,0.0015725,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,5,soft,0.8361413094622745,2454,706,0.0013492934594100479,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,5,hard,0.7411675551854735,2959,1075,0.0020135258074357345,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,5,bge_m3,0.4795,3017,1114,0.0031954,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,10,soft,0.8253564757982449,4865,753,0.002247659107788326,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,10,hard,0.7004531805011499,5947,1169,0.003446825665453647,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,10,bge_m3,0.5165,5984,1228,0.0047624,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,20,soft,0.8004521240406214,9711,794,0.004103493389984821,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,20,hard,0.6577498190222884,11729,1128,0.006183095581911804,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,20,bge_m3,0.529,11760,1431,0.0080433,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,30,soft,0.7698598541950749,14506,794,0.00607279360590655,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,30,hard,0.6346119767607673,17398,1150,0.009019558737634372,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,30,bge_m3,0.5395,17426,1282,0.010769,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,40,soft,0.7590094493893248,19298,858,0.008040268806811288,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,40,hard,0.6158067257317211,23034,1254,0.012048780388333128,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,40,bge_m3,0.5385,23058,1102,0.0136248,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,50,soft,0.7400274624087414,24142,786,0.01008735537422107,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,50,hard,0.6040437992690295,28597,1077,0.014781312233988167,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
FeTaQA,qwen3-32b,50,bge_m3,0.5435,28618,1095,0.016458,4,author-resolved camera-ready numeric source,CAMERA_READY_PAPER_FACING
