timestamp,queries_count,execution_time,recall@1,recall@5,recall@10,recall@20,recall@30,recall@40,recall@50,precision@1,precision@5,precision@10,precision@20,precision@30,precision@40,precision@50,ndcg@1,ndcg@5,ndcg@10,ndcg@20,ndcg@30,ndcg@40,ndcg@50,recall_strict@1,recall_strict@5,recall_strict@10,recall_strict@20,recall_strict@30,recall_strict@40,recall_strict@50,recall_soft@1,recall_soft@5,recall_soft@10,recall_soft@20,recall_soft@30,recall_soft@40,recall_soft@50
2026-07-15T14:31:03.407139,241,0.41742491722106934,0.3817427385892116,0.5975103734439834,0.6970954356846473,0.7510373443983402,0.8132780082987552,0.8340248962655602,0.8672199170124482,0.3817427385892116,0.11950207468879667,0.06970954356846472,0.03755186721991701,0.02710926694329184,0.020850622406639006,0.01734439834024896,0.3817427385892116,0.4958874626624828,0.5287427311006878,0.5431211181143739,0.5563246204964244,0.5603600761268048,0.566389100639296,0.3817427385892116,0.5975103734439834,0.6970954356846473,0.7510373443983402,0.8132780082987552,0.8340248962655602,0.8672199170124482,0.3817427385892116,0.5975103734439834,0.6970954356846473,0.7510373443983402,0.8132780082987552,0.8340248962655602,0.8672199170124482
