timestamp,queries_count,execution_time,recall@1,recall@5,recall@10,recall@20,recall@30,recall@40,recall@50,precision@1,precision@5,precision@10,precision@20,precision@30,precision@40,precision@50,ndcg@1,ndcg@5,ndcg@10,ndcg@20,ndcg@30,ndcg@40,ndcg@50,recall_strict@1,recall_strict@5,recall_strict@10,recall_strict@20,recall_strict@30,recall_strict@40,recall_strict@50,recall_soft@1,recall_soft@5,recall_soft@10,recall_soft@20,recall_soft@30,recall_soft@40,recall_soft@50
2026-07-15T14:28:01.839747,2003,3.439974308013916,0.3419870194707938,0.5262106839740389,0.6055916125811283,0.691462805791313,0.744882675986021,0.7858212680978532,0.8112830753869196,0.3419870194707938,0.10524213679480778,0.06055916125811282,0.03457314028956565,0.024829422532867365,0.019645531702446328,0.016225661507738392,0.3419870194707938,0.43925723761254315,0.4650566851564645,0.48664361259393085,0.4980355081017716,0.5059779262428397,0.5105824272515488,0.3419870194707938,0.5262106839740389,0.6055916125811283,0.691462805791313,0.744882675986021,0.7858212680978532,0.8112830753869196,0.3419870194707938,0.5262106839740389,0.6055916125811283,0.691462805791313,0.744882675986021,0.7858212680978532,0.8112830753869196
